Iteration: 1
Team ,Score ,Strategy
19,256,[12 2 6 3 10 8 5 1 7 4 9 11 13]
20,-328,[8 13 12 11 4 3 1 9 5 6 10 2 7]
21,-48,[4 13 5 2 10 9 12 3 6 1 8 7 11]
22,348,[3 2 9 4 8 7 5 13 10 6 12 11 1]
23,25,[11 10 7 6 3 9 2 1 5 4 8 13 12]
24,-335,[1 12 13 10 7 11 9 3 4 8 5 6 2]
25,-342,[5 13 10 9 12 7 4 1 8 2 3 11 6]
Iteration: 170
Team ,Score ,Strategy
1,194,[8 1 10 3 7 5 9 4 2 6 13 12 11]
2,191,[1 3 9 8 5 12 4 11 2 7 6 13 10]
3,191,[1 3 9 8 5 12 4 11 2 7 6 13 10]
4,154,[6 2 9 4 5 7 12 13 10 8 11 1 3]
5,271,[3 2 9 4 8 1 13 7 6 5 10 12 11]
6,495,[1 5 3 9 4 8 7 11 6 10 13 2 12]
7,-168,[7 9 4 11 6 12 5 8 1 3 2 13 10]
8,-253,[12 13 5 6 1 2 10 9 8 7 4 11 3]
9,-118,[10 1 5 4 12 11 2 7 13 8 3 6 9]
10,198,[11 2 6 7 1 9 4 3 8 12 10 13 5]
11,292,[2 6 10 7 3 1 5 12 8 13 4 9 11]
12,20,[10 5 6 13 1 2 9 7 4 12 11 8 3]
13,212,[2 7 3 6 9 13 1 10 4 5 8 11 12]
14,30,[3 5 12 10 7 6 1 8 2 4 11 13 9]
15,-444,[12 10 13 9 7 1 4 3 5 11 6 8 2]
16,-299,[10 11 6 3 12 8 4 9 7 1 5 13 2]
17,185,[2 3 1 13 10 4 12 5 6 9 8 11 7]
18,-374,[13 9 12 3 8 5 6 11 1 4 7 2 10]
19,-107,[9 13 5 1 3 10 7 4 11 8 12 6 2]
20,-158,[13 9 5 11 3 2 4 10 7 6 1 8 12]
21,-14,[7 8 1 13 9 11 2 4 3 10 6 5 12]
22,-122,[9 10 5 6 4 7 12 2 11 13 8 1 3]
23,-234,[11 1 8 3 13 5 12 6 10 4 9 7 2]
24,22,[2 13 1 11 3 10 5 7 12 8 9 4 6]
25,-164,[13 10 11 3 5 4 7 2 9 8 1 6 12]
Iteration: 171
Team ,Score ,Strategy
1,448,[8 1 10 3 7 5 9 4 2 6 13 12 11]
2,313,[2 5 3 9 4 8 7 12 1 13 11 10 6]
3,40,[3 7 9 6 1 13 11 10 4 5 8 12 2]
4,260,[2 6 10 4 3 1 13 12 8 5 7 9 11]
5,14,[11 2 6 9 1 8 7 3 10 12 13 4 5]
6,371,[8 2 9 4 1 5 3 13 7 6 10 12 11]
7,-180,[13 11 1 2 4 10 12 7 8 6 3 5 9]
8,9,[8 9 6 3 4 7 10 2 13 5 12 11 1]
9,-100,[9 4 3 11 7 6 5 10 13 2 12 8 1]
10,-219,[6 12 5 1 9 11 10 2 13 3 8 7 4]
11,-334,[8 7 6 11 13 10 12 3 1 2 4 9 5]
12,-29,[10 3 6 1 7 12 13 11 5 8 2 9 4]
13,-381,[12 8 7 11 10 3 4 6 13 2 1 5 9]
14,8,[1 12 6 2 13 5 11 4 9 3 7 8 10]
15,42,[12 2 4 5 9 3 11 8 1 13 7 6 10]
16,-203,[12 10 7 2 5 9 3 1 11 13 8 6 4]
17,-371,[11 10 13 5 6 2 12 7 1 4 8 3 9]
18,150,[12 8 2 1 3 5 4 11 7 9 13 6 10]
19,88,[2 3 6 8 4 13 10 11 9 7 12 5 1]
20,27,[13 4 7 2 9 11 1 8 3 5 10 12 6]
21,-44,[1 4 12 7 11 5 3 13 8 10 9 2 6]
22,-94,[13 7 11 4 2 5 10 8 9 6 1 3 12]
23,-67,[2 5 6 13 7 10 8 4 12 3 11 1 9]
24,-2,[4 10 8 3 11 5 6 1 9 12 13 2 7]
25,254,[5 8 1 2 13 7 4 3 9 12 6 10 11]
Iteration: 172
Team ,Score ,Strategy
1,76,[12 8 2 1 3 5 4 11 7 9 13 6 10]
2,-82,[8 1 10 3 13 5 9 12 2 6 7 4 11]
3,463,[2 1 3 9 7 5 11 12 4 13 8 10 6]
4,183,[8 1 10 3 7 5 4 11 2 9 13 6 12]
5,463,[2 1 3 9 7 5 11 12 4 13 8 10 6]
6,166,[5 8 1 9 4 7 12 3 6 13 11 10 2]
7,63,[1 8 11 3 4 12 9 10 6 2 5 7 13]
8,266,[8 2 4 10 9 1 7 6 3 11 5 12 13]
9,150,[10 3 1 12 4 7 2 8 9 11 5 13 6]
10,79,[5 4 8 3 10 9 11 6 1 7 13 2 12]
11,-222,[6 10 8 13 2 3 12 9 11 5 7 1 4]
12,-62,[13 6 2 7 9 1 4 8 10 3 5 12 11]
13,-218,[8 7 1 6 13 12 5 3 11 2 4 10 9]
14,105,[4 13 1 3 11 2 10 5 8 7 9 6 12]
15,-4,[5 1 11 9 4 12 3 6 13 2 8 7 10]
16,-309,[6 11 5 12 10 13 4 3 1 9 7 8 2]
17,-445,[2 11 13 12 7 9 10 8 3 4 6 5 1]
18,-257,[7 12 10 9 6 2 11 3 1 8 5 13 4]
19,-182,[3 13 7 2 8 9 10 6 11 1 5 4 12]
20,25,[11 2 5 8 4 12 6 1 7 9 3 10 13]
21,233,[1 5 2 11 4 13 8 9 3 7 6 10 12]
22,-62,[7 11 8 3 13 5 6 9 4 1 10 12 2]
23,-83,[5 7 6 9 13 4 2 8 12 10 1 11 3]
24,-221,[10 8 12 3 9 4 6 1 13 7 11 2 5]
25,-125,[10 7 4 11 1 13 2 3 8 12 6 9 5]
Iteration: 173
Team ,Score ,Strategy
1,210,[5 8 1 9 4 7 12 3 6 13 11 10 2]
2,265,[2 5 1 11 7 13 8 12 4 3 6 10 9]
3,238,[5 8 1 9 4 6 7 3 12 13 11 10 2]
4,569,[1 5 2 9 4 7 8 3 6 13 11 10 12]
5,434,[8 1 3 4 7 5 11 6 2 9 13 10 12]
6,-14,[8 1 10 9 7 5 4 12 11 3 13 6 2]
7,-171,[5 11 10 2 13 7 9 12 3 1 6 8 4]
8,-369,[13 10 3 4 8 7 12 9 11 2 6 5 1]
9,93,[7 4 6 3 9 11 2 12 8 13 5 1 10]
10,-125,[11 6 5 7 13 3 1 4 10 12 8 9 2]
11,-317,[6 11 13 10 9 7 3 12 1 4 2 8 5]
12,-212,[13 4 7 10 12 3 5 1 6 8 11 9 2]
13,351,[9 5 1 7 3 8 2 6 4 12 10 11 13]
14,-119,[11 10 2 8 7 12 4 5 13 1 6 9 3]
15,119,[7 2 4 8 5 3 12 10 9 11 13 1 6]
16,-49,[3 5 8 12 6 11 7 10 1 13 4 2 9]
17,-211,[3 13 9 12 11 2 8 1 10 4 7 5 6]
18,-353,[9 10 2 13 6 7 11 3 4 8 12 5 1]
19,90,[3 5 11 1 12 2 13 4 6 9 10 8 7]
20,-278,[13 12 1 4 10 6 3 5 8 11 9 7 2]
21,161,[1 7 3 9 12 8 5 11 6 13 10 2 4]
22,-209,[6 13 11 3 5 4 12 2 7 10 1 8 9]
23,-63,[4 7 12 11 9 8 5 2 13 3 6 1 10]
24,64,[9 11 1 10 6 4 5 7 2 13 3 12 8]
25,-104,[9 4 11 6 12 1 2 8 5 13 3 7 10]
Iteration: 174
Team ,Score ,Strategy
1,88,[5 8 1 9 4 7 12 3 6 13 11 10 2]
2,88,[5 8 1 9 4 7 12 3 6 13 11 10 2]
3,338,[1 6 2 9 7 8 11 3 5 4 13 10 12]
4,174,[8 5 1 4 3 7 12 6 9 13 11 10 2]
5,263,[5 8 1 7 3 6 2 4 12 13 11 10 9]
6,222,[9 5 1 7 12 8 2 6 4 3 10 11 13]
7,101,[7 6 10 2 8 3 4 12 5 9 11 1 13]
8,-84,[12 8 4 10 9 3 2 7 13 1 6 11 5]
9,-22,[4 9 12 5 3 8 2 11 7 13 1 10 6]
10,-115,[9 13 3 11 2 5 6 7 1 10 4 8 12]
11,-223,[12 11 1 7 3 13 6 9 8 2 10 5 4]
12,-395,[13 5 10 12 8 9 2 4 3 1 7 6 11]
13,171,[9 3 2 5 1 10 4 13 11 7 8 6 12]
14,178,[8 6 4 2 5 9 1 13 7 12 11 10 3]
15,-24,[13 1 6 4 8 11 5 3 12 2 10 7 9]
16,213,[5 3 11 9 4 10 6 8 2 7 1 13 12]
17,-86,[3 11 5 12 2 4 10 7 13 1 8 9 6]
18,-238,[4 10 11 12 7 8 2 9 6 5 13 3 1]
19,-115,[1 3 10 9 12 13 4 7 5 8 2 6 11]
20,-210,[10 1 12 4 13 3 5 11 6 9 8 7 2]
21,166,[2 8 9 6 5 13 1 7 12 4 3 11 10]
22,-238,[4 6 11 7 13 2 12 10 9 1 3 5 8]
23,-58,[12 10 4 3 9 6 5 1 8 11 2 13 7]
24,-376,[4 13 5 11 12 7 9 2 1 10 3 6 8]
25,182,[8 10 6 1 2 7 9 4 3 13 5 11 12]
Iteration: 175
Team ,Score ,Strategy
1,121,[8 6 4 2 5 9 1 13 7 12 11 10 3]
2,99,[9 5 1 7 12 10 6 3 4 8 11 13 2]
3,-96,[8 10 6 1 5 9 4 13 7 12 11 2 3]
4,199,[5 6 4 2 3 9 8 13 12 7 11 10 1]
5,297,[5 6 1 9 3 8 2 4 7 13 11 10 12]
6,201,[5 6 4 2 8 10 1 13 9 12 11 7 3]
7,-239,[10 12 7 5 13 3 4 6 8 1 9 11 2]
8,436,[3 9 2 4 6 1 12 8 11 7 5 10 13]
9,-98,[5 6 11 8 13 10 4 9 7 1 2 3 12]
10,411,[6 1 8 2 11 5 9 3 4 7 12 13 10]
11,-288,[9 13 5 8 6 12 10 3 2 1 11 7 4]
12,42,[13 2 6 11 9 5 3 7 4 1 12 10 8]
13,-446,[7 12 5 11 13 9 10 6 2 3 4 1 8]
14,-124,[11 3 8 2 5 10 9 12 13 6 4 7 1]
15,229,[9 2 8 7 6 3 5 4 11 13 12 1 10]
16,-488,[7 13 9 10 12 5 4 11 8 3 6 2 1]
17,93,[7 2 13 11 8 4 6 1 9 3 5 12 10]
18,-149,[11 12 4 10 1 13 2 6 9 7 8 3 5]
19,10,[7 8 4 2 13 9 11 6 3 1 12 5 10]
20,35,[5 6 1 10 8 9 12 13 11 4 2 3 7]
21,-267,[10 9 11 13 1 2 7 12 5 3 8 6 4]
22,89,[13 10 9 6 1 2 4 7 3 5 12 8 11]
23,-284,[13 2 9 5 12 10 11 7 8 3 6 4 1]
24,116,[9 3 6 7 2 13 1 5 4 12 11 8 10]
25,101,[8 10 3 5 4 9 13 7 1 6 12 11 2]
Iteration: 176
Team ,Score ,Strategy
1,63,[5 6 4 2 3 9 8 13 12 7 11 10 1]
2,117,[6 12 8 2 3 9 1 5 4 7 11 13 10]
3,203,[9 1 8 7 6 3 2 11 4 13 12 5 10]
4,14,[9 6 4 7 3 5 8 1 12 13 11 10 2]
5,268,[5 1 8 2 11 7 9 3 4 12 6 13 10]
6,-5,[3 6 4 2 8 9 12 13 11 7 5 10 1]
7,-223,[10 8 12 1 7 9 6 5 11 13 2 3 4]
8,-24,[6 8 1 3 5 9 11 12 13 10 4 2 7]
9,84,[5 4 8 2 9 11 12 10 7 6 1 3 13]
10,-256,[13 8 12 5 1 10 2 4 9 3 11 7 6]
11,-55,[8 11 3 1 10 6 13 7 2 5 12 9 4]
12,-90,[7 3 8 5 13 10 12 2 4 11 1 6 9]
13,-199,[12 9 1 10 4 13 6 7 3 11 5 2 8]
14,91,[2 8 10 6 7 13 3 4 1 12 11 9 5]
15,-150,[7 13 5 9 2 10 11 1 8 3 6 4 12]
16,300,[1 5 10 9 3 7 2 4 12 13 6 8 11]
17,-22,[5 10 8 9 7 4 2 13 1 6 12 11 3]
18,247,[10 1 8 6 4 9 7 3 2 5 13 12 11]
19,79,[2 6 13 7 9 4 3 11 5 8 10 1 12]
20,-354,[7 11 10 8 6 9 13 3 5 4 12 1 2]
21,155,[2 7 6 10 4 9 3 12 8 5 13 1 11]
22,-101,[11 5 8 12 2 3 1 7 13 9 4 6 10]
23,-167,[12 9 10 5 1 11 2 3 13 8 6 4 7]
24,87,[2 3 10 7 5 12 9 13 1 4 8 11 6]
25,-62,[5 4 7 12 10 2 9 1 11 13 8 6 3]
Iteration: 177
Team ,Score ,Strategy
1,171,[6 12 8 2 3 9 1 5 4 7 11 13 10]
2,217,[10 1 6 8 4 9 7 3 2 5 13 12 11]
3,231,[2 5 6 9 3 7 4 12 8 13 10 1 11]
4,404,[6 1 8 2 3 9 5 7 4 12 11 13 10]
5,214,[6 1 8 7 9 3 2 11 4 13 5 12 10]
6,298,[1 12 8 2 3 9 5 4 6 7 11 13 10]
7,82,[3 8 1 10 6 12 5 4 11 13 7 2 9]
8,-313,[4 5 12 9 11 13 2 3 10 1 8 7 6]
9,174,[8 9 5 1 6 3 4 10 13 7 2 12 11]
10,41,[5 1 8 9 7 10 11 6 12 2 4 13 3]
11,276,[5 1 7 4 6 3 13 11 2 9 12 8 10]
12,-152,[8 5 7 6 11 12 1 2 13 3 4 9 10]
13,-64,[13 2 5 9 3 7 6 4 11 1 12 10 8]
14,-85,[11 4 5 2 13 10 7 9 3 6 12 1 8]
15,-67,[5 13 7 1 11 9 8 10 3 6 2 4 12]
16,-46,[5 11 4 9 10 1 7 6 12 2 3 13 8]
17,-49,[2 7 8 10 9 12 11 3 5 6 13 4 1]
18,124,[1 6 11 13 5 9 2 4 3 10 7 8 12]
19,-279,[12 3 10 6 8 2 13 9 7 4 11 1 5]
20,-123,[12 4 6 7 1 13 8 2 3 9 11 10 5]
21,-176,[8 4 13 3 5 11 6 1 12 10 9 7 2]
22,-311,[9 5 13 4 11 8 3 12 2 7 6 10 1]
23,-376,[11 3 9 13 10 6 4 2 1 5 12 8 7]
24,-49,[6 3 9 7 4 5 12 11 2 13 8 10 1]
25,-142,[4 12 9 1 5 2 11 3 10 13 7 6 8]
Iteration: 178
Team ,Score ,Strategy
1,296,[6 1 8 7 9 3 2 11 4 13 5 12 10]
2,353,[6 1 8 7 9 3 4 11 2 5 13 12 10]
3,466,[6 1 8 2 3 9 5 7 4 13 11 12 10]
4,504,[1 6 8 2 3 9 5 7 4 12 11 13 10]
5,74,[1 12 8 2 3 9 7 11 6 13 5 4 10]
6,75,[5 12 7 2 6 3 13 4 9 1 11 8 10]
7,128,[12 6 5 10 1 2 8 3 7 4 9 11 13]
8,-362,[4 13 12 9 1 10 11 7 3 8 2 6 5]
9,11,[8 7 4 9 5 2 1 11 13 12 6 10 3]
10,-5,[5 1 8 9 12 11 2 3 10 13 6 7 4]
11,55,[10 3 1 11 2 12 4 6 13 5 8 7 9]
12,-303,[6 13 9 12 3 11 1 7 2 4 10 5 8]
13,-219,[7 10 4 12 9 1 8 6 3 11 5 13 2]
14,-465,[12 9 11 1 6 5 13 7 10 8 4 3 2]
15,-374,[13 5 7 3 9 12 10 11 8 1 2 6 4]
16,14,[1 11 8 13 6 2 7 4 12 5 10 9 3]
17,-51,[1 12 6 7 10 2 5 11 13 4 3 8 9]
18,-165,[7 5 8 11 10 1 13 2 12 3 9 6 4]
19,-180,[11 10 9 7 8 2 5 6 3 1 4 12 13]
20,-100,[1 12 8 9 11 3 7 6 10 4 5 13 2]
21,372,[1 2 6 3 5 8 11 10 13 9 7 4 12]
22,-140,[11 10 2 1 8 5 12 13 6 4 7 3 9]
23,-36,[8 1 6 11 10 13 2 7 4 9 3 5 12]
24,222,[5 10 8 4 1 3 6 12 13 9 7 2 11]
25,-170,[10 12 5 4 6 1 13 8 11 2 7 9 3]
Iteration: 179
Team ,Score ,Strategy
1,106,[5 10 8 4 1 3 6 12 13 9 7 2 11]
2,133,[6 1 8 7 9 3 4 11 5 13 2 12 10]
3,-53,[5 10 8 2 3 9 7 12 13 6 11 4 1]
4,266,[6 1 8 2 3 9 5 7 4 13 11 12 10]
5,133,[6 1 8 7 9 3 4 11 5 13 2 12 10]
6,266,[6 1 8 2 3 9 5 7 4 13 11 12 10]
7,-416,[5 13 8 12 6 9 11 10 7 2 3 1 4]
8,-182,[4 7 12 13 5 8 1 11 6 9 3 2 10]
9,-515,[9 10 6 12 4 11 13 7 2 8 1 3 5]
10,-399,[13 5 7 8 4 12 11 9 6 2 1 10 3]
11,0,[4 6 10 9 2 7 11 1 3 13 5 12 8]
12,210,[4 3 2 10 9 11 7 1 5 12 6 13 8]
13,9,[7 6 3 11 9 8 12 1 10 5 4 2 13]
14,-13,[2 8 10 12 5 3 4 13 7 11 9 6 1]
15,84,[9 1 4 8 2 5 12 10 13 6 3 7 11]
16,-33,[4 6 1 13 11 7 9 3 2 10 12 8 5]
17,100,[10 4 3 6 9 1 7 11 2 5 12 8 13]
18,308,[4 6 5 3 2 8 9 10 7 12 1 11 13]
19,18,[5 10 8 13 1 4 2 3 12 9 6 7 11]
20,31,[5 10 7 2 6 3 13 9 11 8 4 1 12]
21,171,[9 6 5 2 12 7 1 3 8 10 13 4 11]
22,-58,[10 12 6 1 5 8 4 2 3 7 13 9 11]
23,318,[1 5 2 9 3 13 7 6 4 10 8 12 11]
24,-303,[12 13 1 4 10 3 7 11 6 8 2 5 9]
25,-181,[11 5 10 1 7 4 12 8 9 6 13 2 3]
Iteration: 180
Team ,Score ,Strategy
1,176,[9 6 5 2 12 7 1 3 8 10 13 4 11]
2,105,[9 6 5 2 12 7 1 3 11 10 4 13 8]
3,155,[6 5 2 9 3 13 8 7 4 10 11 12 1]
4,105,[9 6 5 2 12 7 1 3 11 10 4 13 8]
5,432,[4 6 2 3 5 8 7 10 1 12 9 11 13]
6,363,[6 4 5 3 2 9 1 10 7 13 11 12 8]
7,233,[4 10 1 3 11 2 13 8 9 5 7 6 12]
8,-228,[5 10 2 13 6 12 9 4 8 7 11 1 3]
9,350,[1 7 4 5 3 8 12 2 11 13 6 9 10]
10,133,[11 6 2 4 1 3 13 12 7 8 5 10 9]
11,-223,[9 4 8 10 3 13 11 6 12 1 2 7 5]
12,133,[7 1 6 12 5 13 2 10 8 3 9 4 11]
13,-179,[13 4 5 3 8 10 9 6 11 12 1 2 7]
14,-71,[3 5 8 11 7 9 12 13 1 2 4 6 10]
15,-343,[9 11 12 2 5 13 6 10 3 4 1 7 8]
16,-494,[9 12 4 11 10 13 8 2 6 1 7 3 5]
17,-213,[1 10 12 7 4 11 8 13 9 6 2 3 5]
18,116,[5 10 4 1 12 11 3 2 6 8 7 9 13]
19,40,[6 8 9 7 10 2 5 11 3 4 12 1 13]
20,60,[9 11 2 10 7 1 5 4 6 3 13 12 8]
21,70,[2 7 12 1 13 6 4 3 11 9 5 8 10]
22,-367,[9 8 12 5 7 13 2 11 6 1 10 3 4]
23,-227,[13 4 12 5 2 8 11 3 1 10 6 9 7]
24,-184,[1 13 11 6 3 10 7 12 2 8 9 4 5]
25,58,[3 10 12 2 8 6 5 7 4 9 1 11 13]
Iteration: 181
Team ,Score ,Strategy
1,49,[6 5 2 9 3 13 8 7 4 10 11 12 1]
2,297,[4 6 2 3 7 8 12 10 1 13 9 11 5]
3,183,[1 10 7 5 3 8 13 2 9 4 6 11 12]
4,9,[6 10 1 3 11 9 13 8 5 2 4 12 7]
5,183,[1 10 7 5 3 8 13 2 9 4 6 11 12]
6,-27,[9 6 5 3 11 8 1 7 10 12 13 4 2]
7,-127,[11 3 5 4 8 6 7 9 12 13 2 10 1]
8,-301,[2 13 9 11 8 7 6 12 10 4 5 1 3]
9,-463,[11 13 1 12 8 5 10 7 2 6 4 9 3]
10,115,[12 5 3 2 7 10 4 1 9 11 8 6 13]
11,-258,[10 13 12 3 2 1 9 5 8 4 11 6 7]
12,-448,[9 11 6 10 4 13 8 5 12 1 3 7 2]
13,95,[3 2 8 7 9 1 13 11 6 12 5 10 4]
14,439,[5 4 1 11 3 6 10 2 13 7 9 12 8]
15,481,[2 1 7 4 5 9 10 12 3 11 8 13 6]
16,-172,[13 11 2 7 8 1 3 12 5 6 4 10 9]
17,-220,[8 9 6 2 12 13 4 7 11 5 1 3 10]
18,-580,[13 12 11 3 10 7 5 9 8 6 2 1 4]
19,192,[6 3 7 11 1 4 5 10 13 9 2 12 8]
20,92,[8 9 2 3 1 4 13 12 10 11 7 6 5]
21,287,[6 12 4 1 7 3 8 2 5 9 10 13 11]
22,-16,[12 4 11 5 10 1 6 3 8 13 7 2 9]
23,67,[10 6 11 2 9 4 1 5 12 7 8 13 3]
24,48,[2 10 13 7 4 1 5 8 12 6 3 11 9]
25,75,[11 1 2 10 8 5 3 12 9 13 6 4 7]
Iteration: 182
Team ,Score ,Strategy
1,248,[1 10 7 5 3 8 13 2 9 4 6 11 12]
2,256,[1 10 2 3 4 8 12 7 6 13 9 11 5]
3,256,[1 10 2 3 4 8 12 7 6 13 9 11 5]
4,146,[6 3 1 11 9 5 10 2 13 7 4 12 8]
5,37,[5 6 2 11 3 1 12 10 13 4 9 8 7]
6,117,[6 12 7 1 3 9 8 4 5 2 10 13 11]
7,233,[1 5 13 3 2 7 9 8 4 11 10 6 12]
8,169,[1 2 5 10 9 6 12 4 13 3 11 8 7]
9,-367,[3 13 12 10 7 2 9 1 5 8 11 6 4]
10,90,[8 3 5 9 10 11 6 4 2 1 13 7 12]
11,-391,[13 11 5 4 7 2 8 12 9 10 3 6 1]
12,68,[10 3 8 1 13 4 6 7 2 5 11 12 9]
13,110,[5 11 2 8 1 7 3 12 4 6 10 13 9]
14,-38,[2 9 13 1 6 7 8 3 10 11 12 4 5]
15,-434,[13 2 8 10 12 9 7 4 5 11 6 1 3]
16,-69,[8 7 10 5 13 4 2 9 6 3 1 11 12]
17,145,[3 2 5 12 13 1 8 4 7 6 10 9 11]
18,-413,[13 12 5 10 3 8 6 7 2 11 1 4 9]
19,-26,[2 12 6 9 1 3 10 8 11 7 13 4 5]
20,-33,[3 7 12 5 6 2 10 1 13 9 11 4 8]
21,-157,[11 9 2 13 10 6 3 4 1 8 5 7 12]
22,-140,[13 7 8 3 1 6 4 10 12 11 2 9 5]
23,167,[5 8 2 11 3 10 13 1 7 6 4 9 12]
24,-194,[1 13 12 10 4 8 5 2 9 6 3 7 11]
25,220,[1 8 4 11 2 5 3 7 10 13 9 6 12]
Iteration: 183
Team ,Score ,Strategy
1,251,[1 2 5 10 9 6 12 4 13 3 11 8 7]
2,145,[1 10 13 3 2 7 9 4 6 8 5 11 12]
3,351,[1 2 5 10 9 6 12 4 3 13 7 11 8]
4,136,[1 5 13 10 2 8 7 3 9 11 6 4 12]
5,136,[1 5 13 10 2 8 7 3 9 11 6 4 12]
6,495,[1 2 5 10 4 6 12 7 8 3 11 9 13]
7,-213,[6 5 7 13 12 1 11 9 2 10 3 8 4]
8,-211,[12 8 5 11 3 4 13 1 7 10 9 6 2]
9,-380,[11 6 12 10 1 8 5 13 3 7 2 4 9]
10,-149,[5 1 12 11 13 9 3 4 10 6 2 7 8]
11,74,[8 4 2 11 1 12 7 9 10 3 6 13 5]
12,-137,[13 4 5 2 12 1 9 10 8 11 3 7 6]
13,-302,[10 6 5 12 13 1 11 4 9 7 8 3 2]
14,-225,[13 12 4 1 8 7 3 10 11 9 6 2 5]
15,242,[8 1 2 7 3 6 13 12 11 5 4 9 10]
16,-24,[2 8 6 5 9 13 10 4 7 12 1 3 11]
17,111,[3 12 7 9 4 1 10 5 13 2 8 11 6]
18,-496,[12 10 8 3 13 5 11 1 7 6 4 2 9]
19,211,[5 2 1 7 6 11 12 13 3 9 4 8 10]
20,205,[6 3 12 4 1 2 7 13 10 5 8 9 11]
21,-79,[6 4 7 11 2 8 9 12 5 13 1 10 3]
22,-172,[11 10 1 12 6 5 9 4 2 7 8 13 3]
23,375,[9 3 2 1 4 12 10 6 7 8 11 5 13]
24,-119,[13 3 9 7 4 5 12 1 8 6 10 11 2]
25,-225,[7 12 10 3 11 8 1 5 6 9 13 2 4]
Iteration: 184
Team ,Score ,Strategy
1,362,[5 2 1 7 6 11 12 13 3 9 4 8 10]
2,197,[9 2 1 10 4 6 12 7 3 13 11 5 8]
3,157,[8 2 4 10 3 6 12 7 11 5 1 9 13]
4,258,[1 2 5 10 9 6 12 7 8 3 11 4 13]
5,399,[1 2 3 7 9 6 13 12 11 5 4 8 10]
6,153,[9 3 2 7 4 6 13 12 1 8 11 5 10]
7,-13,[9 12 4 1 8 5 7 11 2 10 3 6 13]
8,-155,[7 12 8 9 1 5 10 11 6 2 4 13 3]
9,-475,[13 8 7 10 11 6 5 12 1 3 2 4 9]
10,34,[5 4 6 13 11 10 7 3 2 1 8 9 12]
11,-74,[8 2 5 9 11 7 6 10 13 12 4 3 1]
12,-116,[12 4 13 3 7 6 11 5 2 9 10 8 1]
13,57,[5 11 10 6 3 4 1 9 12 2 8 7 13]
14,-343,[10 13 1 11 7 8 9 12 4 6 2 3 5]
15,3,[2 1 4 13 12 11 9 5 10 3 8 6 7]
16,-43,[4 8 11 13 12 1 3 6 2 5 9 10 7]
17,129,[8 12 4 1 9 6 3 10 11 2 5 7 13]
18,-119,[11 8 12 4 6 5 2 10 1 9 3 7 13]
19,-19,[6 7 9 10 2 4 1 8 13 12 5 3 11]
20,-121,[12 9 3 4 6 5 10 8 7 11 1 13 2]
21,188,[4 2 9 8 1 3 13 7 11 10 12 6 5]
22,90,[5 2 11 10 3 1 12 8 9 7 6 4 13]
23,-186,[11 9 6 4 5 12 8 10 3 7 2 13 1]
24,-168,[9 12 7 3 5 13 11 1 2 10 8 6 4]
25,-195,[7 12 9 8 2 5 10 4 6 11 3 13 1]
Iteration: 185
Team ,Score ,Strategy
1,184,[8 2 4 10 3 6 12 7 11 5 1 9 13]
2,-11,[9 2 3 10 1 6 12 7 11 13 4 8 5]
3,226,[4 2 9 8 1 3 13 7 11 10 12 6 5]
4,-142,[8 2 4 10 9 6 13 12 11 5 7 3 1]
5,-142,[8 2 4 10 9 6 13 12 11 5 7 3 1]
6,110,[9 2 4 10 1 6 12 7 11 5 3 8 13]
7,-369,[4 11 9 8 7 10 6 13 12 1 3 2 5]
8,150,[1 11 10 13 4 2 3 7 5 8 12 9 6]
9,-316,[13 9 10 2 1 5 11 12 4 8 7 3 6]
10,-409,[11 12 5 1 13 9 6 8 7 3 2 4 10]
11,217,[3 4 2 6 8 13 5 12 10 1 11 9 7]
12,295,[3 8 2 6 1 7 13 10 12 9 4 5 11]
13,54,[4 13 5 3 1 2 11 6 10 7 9 8 12]
14,127,[4 2 3 11 13 12 1 10 5 7 9 8 6]
15,205,[1 7 9 6 4 11 13 5 3 2 10 12 8]
16,191,[2 12 8 1 5 4 13 9 7 6 11 10 3]
17,148,[11 10 3 1 2 9 7 8 4 6 12 5 13]
18,-241,[4 8 12 6 10 5 11 13 1 9 3 2 7]
19,-425,[9 8 13 3 5 10 11 6 12 4 1 2 7]
20,144,[5 1 7 12 4 8 11 2 13 9 10 6 3]
21,-458,[12 9 3 8 13 10 5 2 11 4 7 6 1]
22,118,[2 11 3 4 1 13 12 5 10 8 6 9 7]
23,65,[7 3 9 13 2 12 1 11 5 4 10 6 8]
24,151,[8 7 1 3 12 5 6 10 2 4 9 11 13]
25,128,[5 11 1 8 2 7 9 13 3 4 6 10 12]
Iteration: 186
Team ,Score ,Strategy
1,157,[8 2 4 10 3 6 12 7 11 5 1 9 13]
2,215,[1 7 4 10 3 11 13 5 6 2 9 12 8]
3,229,[3 2 6 8 1 4 13 12 10 5 11 9 7]
4,229,[3 2 6 8 1 4 13 12 10 5 11 9 7]
5,45,[1 8 9 6 3 7 13 5 12 10 4 2 11]
6,481,[4 2 3 8 1 6 12 7 11 5 9 10 13]
7,43,[4 2 8 6 5 3 12 13 11 10 7 1 9]
8,89,[4 6 3 12 1 5 11 9 10 8 7 2 13]
9,279,[7 6 2 3 4 9 1 8 10 11 13 12 5]
10,250,[3 1 2 12 6 10 7 4 5 11 13 8 9]
11,-163,[7 6 9 5 12 10 8 4 1 13 3 2 11]
12,9,[9 1 5 13 7 10 3 8 12 11 6 4 2]
